dti,int_rate,annual_inc,loan_amnt,year,period_label
31.9,24.5,24000.0,2500.0,2014,training (2012-14)
7.86,11.14,170000.0,21000.0,2013,training (2012-14)
11.72,18.49,76000.0,22000.0,2012,training (2012-14)
9.27,23.76,190000.0,28000.0,2012,training (2012-14)
5.59,10.99,48700.0,8500.0,2014,training (2012-14)
11.35,24.7,66000.0,25975.0,2012,training (2012-14)
6.07,24.99,70000.0,14700.0,2014,training (2012-14)
26.12,14.33,32981.0,9000.0,2012,training (2012-14)
12.53,7.9,98000.0,16125.0,2012,training (2012-14)
20.41,21.98,73500.0,27000.0,2012,training (2012-14)
22.56,24.08,50000.0,16000.0,2014,training (2012-14)
22.99,15.8,30160.0,5375.0,2012,training (2012-14)
19.98,16.59,63000.0,6000.0,2014,training (2012-14)
12.78,17.76,300000.0,25000.0,2013,training (2012-14)
21.81,20.99,90000.0,20725.0,2012,training (2012-14)
1.36,18.25,70800.0,24800.0,2012,training (2012-14)
10.31,21.49,74958.0,2200.0,2012,training (2012-14)
9.1,12.99,180000.0,20000.0,2014,training (2012-14)
23.25,13.67,33696.0,4900.0,2013,training (2012-14)
27.0,17.57,30000.0,11925.0,2014,training (2012-14)
22.58,8.39,54000.0,6600.0,2014,training (2012-14)
9.35,24.08,77000.0,12000.0,2014,training (2012-14)
23.96,6.62,85000.0,7200.0,2012,training (2012-14)
6.55,18.25,55000.0,20000.0,2012,training (2012-14)
26.36,15.61,45000.0,6000.0,2013,training (2012-14)
32.22,15.59,31872.0,2000.0,2014,training (2012-14)
10.74,8.39,60000.0,6000.0,2014,training (2012-14)
36.12,25.83,40000.0,10000.0,2014,training (2012-14)
8.81,12.99,88000.0,21000.0,2014,training (2012-14)
16.62,7.9,95000.0,15000.0,2012,training (2012-14)
18.06,16.29,76000.0,24000.0,2012,training (2012-14)
11.8,10.15,45458.0,3625.0,2014,training (2012-14)
9.69,12.49,70000.0,10000.0,2014,training (2012-14)
15.26,12.49,78000.0,12000.0,2014,training (2012-14)
21.94,18.25,60000.0,3000.0,2013,training (2012-14)
29.63,15.1,27000.0,3825.0,2013,training (2012-14)
16.77,21.49,112000.0,35000.0,2012,training (2012-14)
17.95,7.9,63000.0,12000.0,2012,training (2012-14)
30.07,16.29,50000.0,10000.0,2012,training (2012-14)
15.96,22.74,31200.0,6000.0,2012,training (2012-14)
15.48,8.39,41000.0,12000.0,2014,training (2012-14)
6.82,25.99,64101.0,11075.0,2014,training (2012-14)
6.63,7.62,90000.0,5000.0,2013,training (2012-14)
23.18,18.49,35000.0,8000.0,2012,training (2012-14)
21.52,15.61,72000.0,22000.0,2014,training (2012-14)
29.04,17.77,30000.0,10050.0,2012,training (2012-14)
30.29,17.77,25000.0,2875.0,2013,training (2012-14)
15.14,24.7,70000.0,27575.0,2012,training (2012-14)
19.66,16.59,70000.0,11600.0,2014,training (2012-14)
17.67,16.29,56040.0,16750.0,2012,training (2012-14)
17.02,14.64,96000.0,24000.0,2014,training (2012-14)
18.82,21.98,80000.0,32000.0,2012,training (2012-14)
8.11,14.09,50000.0,3250.0,2012,training (2012-14)
11.04,15.61,250000.0,21000.0,2014,training (2012-14)
18.81,12.99,60000.0,4550.0,2014,training (2012-14)
11.91,24.52,65000.0,17600.0,2012,training (2012-14)
4.58,10.99,68436.0,15000.0,2014,training (2012-14)
21.75,18.25,40000.0,7875.0,2014,training (2012-14)
24.59,13.67,90000.0,20000.0,2013,training (2012-14)
23.88,21.98,150000.0,35000.0,2012,training (2012-14)
9.13,25.89,250000.0,35000.0,2013,training (2012-14)
15.51,24.08,45345.0,7000.0,2013,training (2012-14)
4.76,17.99,65000.0,10000.0,2012,training (2012-14)
9.08,14.33,36400.0,14000.0,2013,training (2012-14)
14.51,10.99,55000.0,15000.0,2013,training (2012-14)
7.83,6.03,110000.0,20000.0,2012,training (2012-14)
20.36,8.9,112000.0,18000.0,2013,training (2012-14)
19.32,23.7,50000.0,6000.0,2013,training (2012-14)
8.38,7.62,100000.0,27700.0,2012,training (2012-14)
16.78,25.83,22880.0,1625.0,2013,training (2012-14)
26.0,12.99,42000.0,5000.0,2014,training (2012-14)
13.55,23.28,75000.0,23500.0,2012,training (2012-14)
18.39,20.5,78899.0,35000.0,2014,training (2012-14)
5.6,8.9,86000.0,16800.0,2013,training (2012-14)
9.32,25.89,165000.0,25000.0,2013,training (2012-14)
15.3,7.62,152193.6,28000.0,2014,training (2012-14)
8.1,25.99,200000.0,35000.0,2014,training (2012-14)
29.62,15.59,31000.0,12000.0,2014,training (2012-14)
26.66,25.83,38000.0,16750.0,2014,training (2012-14)
16.95,18.24,63000.0,15000.0,2014,training (2012-14)
19.65,8.9,115000.0,24000.0,2013,training (2012-14)
17.49,25.83,125000.0,35000.0,2014,training (2012-14)
32.74,14.49,91000.0,15000.0,2014,training (2012-14)
19.1,7.62,125000.0,22000.0,2013,training (2012-14)
11.84,13.98,37000.0,15450.0,2014,training (2012-14)
27.79,17.27,45000.0,17500.0,2012,training (2012-14)
28.11,23.43,33000.0,2325.0,2014,training (2012-14)
25.89,11.55,39728.0,10625.0,2013,training (2012-14)
29.52,17.57,45000.0,16000.0,2014,training (2012-14)
27.56,6.49,28500.0,6000.0,2014,training (2012-14)
28.93,10.49,128388.0,30000.0,2014,training (2012-14)
19.39,19.05,58000.0,25000.0,2012,training (2012-14)
29.24,15.61,67398.0,7000.0,2014,training (2012-14)
26.4,16.29,32000.0,4250.0,2013,training (2012-14)
20.72,20.49,150000.0,20000.0,2014,training (2012-14)
19.5,20.49,48000.0,17275.0,2014,training (2012-14)
21.67,20.99,104000.0,24000.0,2014,training (2012-14)
25.77,23.43,10848.0,3850.0,2014,training (2012-14)
13.65,19.72,80000.0,24575.0,2012,training (2012-14)
21.8,15.61,62000.0,14400.0,2014,training (2012-14)
8.93,25.83,75800.0,19600.0,2014,training (2012-14)
17.86,18.99,60000.0,25200.0,2014,training (2012-14)
6.27,16.29,108000.0,14000.0,2012,training (2012-14)
18.14,19.05,42572.0,11000.0,2013,training (2012-14)
23.76,23.7,29000.0,8725.0,2013,training (2012-14)
23.5,15.31,41600.0,8000.0,2012,training (2012-14)
3.93,23.76,142000.0,25450.0,2012,training (2012-14)
8.19,11.14,115000.0,6000.0,2012,training (2012-14)
14.98,9.99,33000.0,11000.0,2013,training (2012-14)
21.9,7.62,65000.0,10000.0,2013,training (2012-14)
27.03,19.52,25000.0,8500.0,2014,training (2012-14)
16.72,14.33,75000.0,13000.0,2012,training (2012-14)
30.7,17.27,65000.0,3075.0,2012,training (2012-14)
11.03,22.9,32000.0,7125.0,2013,training (2012-14)
17.17,25.8,130000.0,33000.0,2013,training (2012-14)
14.35,7.62,93000.0,3500.0,2014,training (2012-14)
15.02,15.81,27000.0,12000.0,2012,training (2012-14)
20.81,21.0,79600.0,16000.0,2012,training (2012-14)
16.32,12.49,40000.0,4500.0,2014,training (2012-14)
20.88,16.29,60000.0,10800.0,2013,training (2012-14)
16.35,20.5,90000.0,32000.0,2013,training (2012-14)
24.68,23.43,24705.69,6725.0,2014,training (2012-14)
27.01,24.99,55000.0,15850.0,2013,training (2012-14)
17.55,12.99,37000.0,11000.0,2014,training (2012-14)
14.46,23.43,116000.0,3000.0,2014,training (2012-14)
4.28,10.74,67000.0,5200.0,2012,training (2012-14)
12.88,7.9,49000.0,21725.0,2013,training (2012-14)
6.5,17.77,65000.0,12000.0,2012,training (2012-14)
26.53,24.89,65000.0,16000.0,2013,training (2012-14)
16.04,6.62,30000.0,10000.0,2012,training (2012-14)
17.5,19.72,83500.0,30000.0,2012,training (2012-14)
12.89,7.9,35000.0,6000.0,2012,training (2012-14)
25.39,23.13,56000.0,27575.0,2012,training (2012-14)
23.09,19.52,50000.0,23000.0,2014,training (2012-14)
2.88,14.98,35000.0,5000.0,2014,training (2012-14)
23.3,23.4,113000.0,35000.0,2013,training (2012-14)
13.96,19.05,66000.0,12800.0,2012,training (2012-14)
16.91,25.89,74000.0,22125.0,2014,training (2012-14)
5.15,20.99,38000.0,13675.0,2014,training (2012-14)
17.14,14.33,85633.0,12000.0,2012,training (2012-14)
18.73,12.12,34465.0,11500.0,2013,training (2012-14)
31.59,15.31,24500.0,8000.0,2012,training (2012-14)
12.9,24.7,75000.0,24950.0,2013,training (2012-14)
20.4,17.27,65000.0,10000.0,2012,training (2012-14)
16.54,8.9,80000.0,15000.0,2012,training (2012-14)
19.11,8.39,90000.0,15000.0,2014,training (2012-14)
14.69,14.99,54000.0,2000.0,2014,training (2012-14)
22.0,15.61,50287.0,22125.0,2014,training (2012-14)
24.8,25.83,45000.0,15250.0,2014,training (2012-14)
17.86,8.9,60000.0,15000.0,2014,training (2012-14)
32.55,25.57,50000.0,15750.0,2014,training (2012-14)
13.89,25.83,84000.0,28000.0,2014,training (2012-14)
26.66,7.62,66700.0,5500.0,2012,training (2012-14)
9.57,9.71,45000.0,13000.0,2013,training (2012-14)
14.58,14.33,50923.0,6200.0,2012,training (2012-14)
7.25,7.9,80000.0,20575.0,2013,training (2012-14)
7.76,24.5,38363.0,13700.0,2014,training (2012-14)
3.87,10.16,76000.0,9925.0,2012,training (2012-14)
25.67,8.9,50000.0,15000.0,2014,training (2012-14)
29.36,25.8,15000.0,4800.0,2014,training (2012-14)
12.4,23.43,56000.0,4000.0,2014,training (2012-14)
25.75,18.55,50000.0,10125.0,2012,training (2012-14)
25.7,11.99,31000.0,6000.0,2014,training (2012-14)
16.82,17.27,56000.0,27575.0,2012,training (2012-14)
28.29,22.95,78000.0,20000.0,2012,training (2012-14)
27.1,21.49,15500.0,4500.0,2012,training (2012-14)
16.79,10.15,110000.0,8500.0,2014,training (2012-14)
6.83,10.65,26000.0,10000.0,2012,training (2012-14)
20.22,17.57,110864.0,25000.0,2014,training (2012-14)
11.92,7.62,100000.0,23400.0,2012,training (2012-14)
23.91,25.89,54000.0,15875.0,2013,training (2012-14)
0.82,7.62,103000.0,20000.0,2012,training (2012-14)
17.94,24.33,102656.0,35000.0,2012,training (2012-14)
14.22,19.52,27000.0,8975.0,2013,training (2012-14)
9.29,12.99,70000.0,14400.0,2013,training (2012-14)
14.38,20.99,83200.0,34875.0,2014,training (2012-14)
19.72,20.5,35000.0,12175.0,2013,training (2012-14)
27.29,6.49,27000.0,7500.0,2014,training (2012-14)
7.54,18.55,25000.0,3000.0,2013,training (2012-14)
28.99,17.57,56000.0,15000.0,2013,training (2012-14)
12.32,18.99,200000.0,35000.0,2014,training (2012-14)
13.22,13.35,69500.0,24000.0,2014,training (2012-14)
12.2,25.83,56000.0,10050.0,2014,training (2012-14)
29.76,25.99,80000.0,18250.0,2014,training (2012-14)
0.56,6.03,80000.0,10000.0,2013,training (2012-14)
9.01,15.61,65000.0,5825.0,2013,training (2012-14)
7.83,11.99,70000.0,3500.0,2014,training (2012-14)
23.67,13.66,54000.0,20000.0,2014,training (2012-14)
5.09,23.63,25000.0,1000.0,2012,training (2012-14)
21.36,16.29,70000.0,12000.0,2014,training (2012-14)
11.87,11.55,40000.0,6000.0,2013,training (2012-14)
20.47,22.15,70000.0,10000.0,2014,training (2012-14)
7.76,6.03,240000.0,15600.0,2014,training (2012-14)
11.46,24.08,58000.0,3925.0,2014,training (2012-14)
21.13,7.62,35000.0,7200.0,2012,training (2012-14)
32.8,22.47,83000.0,28000.0,2013,training (2012-14)
29.09,14.09,59000.0,18000.0,2012,training (2012-14)
26.11,15.61,67000.0,28000.0,2014,training (2012-14)
19.23,25.8,80000.0,27050.0,2014,training (2012-14)
27.66,24.5,58310.0,20800.0,2014,training (2012-14)
22.87,24.5,90000.0,30000.0,2014,training (2012-14)
19.18,11.99,70000.0,25000.0,2013,training (2012-14)
8.74,10.49,150000.0,14975.0,2014,training (2012-14)
11.55,25.89,94000.0,35000.0,2014,training (2012-14)
16.32,25.83,50000.0,11750.0,2014,training (2012-14)
1.36,6.62,1000000.0,16800.0,2013,training (2012-14)
28.19,14.47,71000.0,20000.0,2013,training (2012-14)
10.37,19.52,260000.0,35000.0,2014,training (2012-14)
17.1,25.83,145000.0,35000.0,2013,training (2012-14)
21.88,25.57,19800.0,2000.0,2014,training (2012-14)
19.2,7.62,80000.0,14000.0,2013,training (2012-14)
12.42,10.16,120000.0,35000.0,2012,training (2012-14)
16.29,18.49,35000.0,5000.0,2012,training (2012-14)
12.97,17.77,31000.0,3600.0,2012,training (2012-14)
11.86,14.09,50000.0,15000.0,2012,training (2012-14)
30.26,23.5,70000.0,23675.0,2013,training (2012-14)
17.83,21.99,48000.0,21075.0,2014,training (2012-14)
3.19,13.68,32000.0,6650.0,2013,training (2012-14)
26.25,7.12,48000.0,2000.0,2014,training (2012-14)
20.0,6.49,65000.0,10000.0,2014,training (2012-14)
3.22,20.99,49522.0,21775.0,2014,training (2012-14)
8.02,24.89,60000.0,16000.0,2013,training (2012-14)
7.39,24.08,100000.0,10000.0,2014,training (2012-14)
10.74,25.83,132000.0,30000.0,2013,training (2012-14)
18.68,18.25,120000.0,14400.0,2013,training (2012-14)
15.6,17.77,72000.0,10000.0,2012,training (2012-14)
23.98,21.98,70000.0,20000.0,2013,training (2012-14)
5.1,14.99,400000.0,21000.0,2014,training (2012-14)
16.3,24.08,75000.0,22000.0,2014,training (2012-14)
21.97,24.5,45000.0,13500.0,2014,training (2012-14)
32.23,8.9,61500.0,21250.0,2012,training (2012-14)
12.89,17.76,163000.0,30000.0,2013,training (2012-14)
30.63,22.99,25000.0,4175.0,2014,training (2012-14)
11.72,18.24,225000.0,35000.0,2014,training (2012-14)
9.3,22.7,280000.0,35000.0,2013,training (2012-14)
18.34,16.29,35000.0,7000.0,2013,training (2012-14)
18.67,13.35,42500.0,6000.0,2014,training (2012-14)
21.84,23.83,127000.0,35000.0,2013,training (2012-14)
31.78,10.16,150000.0,7000.0,2012,training (2012-14)
19.56,18.75,37000.0,6275.0,2012,training (2012-14)
10.67,13.11,27000.0,2500.0,2012,training (2012-14)
12.51,12.99,40000.0,15000.0,2013,training (2012-14)
22.59,24.7,117000.0,35000.0,2012,training (2012-14)
7.79,24.08,45000.0,10500.0,2013,training (2012-14)
19.64,9.67,60000.0,15000.0,2014,training (2012-14)
16.61,10.99,85000.0,12200.0,2014,training (2012-14)
28.59,13.11,75000.0,33500.0,2013,training (2012-14)
22.34,23.99,80000.0,11325.0,2014,training (2012-14)
14.64,15.8,50000.0,18000.0,2013,training (2012-14)
21.02,23.83,156000.0,19600.0,2012,training (2012-14)
27.75,22.15,40000.0,18000.0,2014,training (2012-14)
14.99,26.06,127000.0,35000.0,2014,training (2012-14)
0.91,15.99,45000.0,6000.0,2014,training (2012-14)
33.52,22.45,125000.0,21000.0,2012,training (2012-14)
12.72,17.27,65000.0,10000.0,2012,training (2012-14)
34.91,20.99,30768.0,13475.0,2014,training (2012-14)
24.45,17.57,85000.0,14575.0,2014,training (2012-14)
23.83,17.57,62000.0,11250.0,2014,training (2012-14)
9.2,19.99,115000.0,18000.0,2012,training (2012-14)
24.97,7.69,136000.0,20000.0,2014,training (2012-14)
12.58,24.99,89000.0,28425.0,2014,training (2012-14)
11.12,18.55,52000.0,20000.0,2013,training (2012-14)
23.08,12.12,52000.0,14400.0,2012,training (2012-14)
17.77,8.9,68000.0,15000.0,2014,training (2012-14)
28.21,24.08,100000.0,35000.0,2014,training (2012-14)
17.95,24.99,43000.0,19250.0,2014,training (2012-14)
3.14,11.99,93000.0,6000.0,2014,training (2012-14)
13.24,13.67,65000.0,8400.0,2012,training (2012-14)
18.14,25.83,80000.0,27200.0,2014,training (2012-14)
17.15,11.99,92000.0,20000.0,2014,training (2012-14)
19.74,7.62,53000.0,15000.0,2013,training (2012-14)
19.08,21.0,77000.0,34475.0,2013,training (2012-14)
21.68,22.2,150000.0,20050.0,2013,training (2012-14)
24.18,13.11,40000.0,17500.0,2013,training (2012-14)
26.6,10.99,50000.0,6400.0,2014,training (2012-14)
24.99,15.61,75000.0,8800.0,2013,training (2012-14)
21.39,19.24,40000.0,18375.0,2014,training (2012-14)
13.04,21.48,54500.0,21250.0,2014,training (2012-14)
34.36,20.2,30000.0,10725.0,2014,training (2012-14)
11.82,20.49,140000.0,19000.0,2012,training (2012-14)
21.09,12.12,100000.0,24000.0,2012,training (2012-14)
23.7,24.5,28000.0,1200.0,2013,training (2012-14)
8.39,6.62,120000.0,17000.0,2014,training (2012-14)
31.24,18.55,38000.0,2150.0,2013,training (2012-14)
18.6,8.9,100000.0,8000.0,2012,training (2012-14)
20.5,13.11,200000.0,6000.0,2012,training (2012-14)
18.31,13.11,85000.0,24000.0,2013,training (2012-14)
8.0,16.24,88000.0,4500.0,2013,training (2012-14)
9.89,16.29,33000.0,10750.0,2013,training (2012-14)
17.83,21.18,31500.0,4000.0,2014,training (2012-14)
15.64,10.15,58000.0,2600.0,2014,training (2012-14)
21.89,21.0,54000.0,18075.0,2013,training (2012-14)
15.82,17.57,22000.0,5000.0,2014,training (2012-14)
25.4,26.06,80900.0,19875.0,2014,training (2012-14)
21.9,14.64,75000.0,1500.0,2014,training (2012-14)
31.33,21.48,60000.0,20950.0,2013,training (2012-14)
1.29,21.0,1500000.0,24000.0,2012,training (2012-14)
14.17,7.69,110000.0,24000.0,2014,training (2012-14)
16.94,18.99,43000.0,14575.0,2014,training (2012-14)
3.42,6.03,87000.0,8700.0,2012,training (2012-14)
10.55,12.99,37083.0,1800.0,2014,training (2012-14)
15.19,16.29,55000.0,4500.0,2012,training (2012-14)
13.68,8.9,38000.0,6000.0,2013,training (2012-14)
4.55,18.75,72000.0,10000.0,2013,training (2012-14)
11.86,8.39,100000.0,20000.0,2014,training (2012-14)
18.04,11.99,68000.0,8400.0,2014,training (2012-14)
33.34,15.99,70000.0,20000.0,2014,training (2012-14)
17.63,13.53,46080.0,10000.0,2014,training (2012-14)
19.89,19.99,44900.0,12000.0,2014,training (2012-14)
13.62,7.9,83000.0,18000.0,2014,training (2012-14)
10.9,25.89,110000.0,35000.0,2013,training (2012-14)
20.13,8.6,165000.0,10000.0,2013,training (2012-14)
14.91,10.99,45000.0,5000.0,2014,training (2012-14)
11.75,15.61,130000.0,21000.0,2014,training (2012-14)
14.36,13.35,92000.0,12000.0,2014,training (2012-14)
19.85,16.99,160000.0,25000.0,2014,training (2012-14)
5.5,7.9,36000.0,3825.0,2012,training (2012-14)
10.42,17.76,38705.0,10000.0,2013,training (2012-14)
10.14,25.8,135000.0,35000.0,2014,training (2012-14)
31.14,17.77,40000.0,18000.0,2013,training (2012-14)
25.96,6.62,52000.0,10000.0,2012,training (2012-14)
12.95,25.89,240000.0,21200.0,2013,training (2012-14)
23.12,17.56,85000.0,35000.0,2013,training (2012-14)
11.27,13.11,74000.0,29175.0,2012,training (2012-14)
30.03,22.4,52862.0,23500.0,2013,training (2012-14)
8.99,10.15,98000.0,15600.0,2014,training (2012-14)
20.08,12.85,93000.0,12000.0,2014,training (2012-14)
18.98,23.43,43000.0,12000.0,2014,training (2012-14)
11.42,18.24,29000.0,5850.0,2014,training (2012-14)
11.28,10.16,55000.0,12000.0,2012,training (2012-14)
14.03,25.99,75000.0,31300.0,2014,training (2012-14)
22.96,24.89,87000.0,32000.0,2012,training (2012-14)
27.28,14.64,74000.0,1500.0,2014,training (2012-14)
11.28,7.69,30000.0,12000.0,2014,training (2012-14)
0.55,10.16,33000.0,11500.0,2012,training (2012-14)
14.51,19.52,35000.0,11700.0,2013,training (2012-14)
10.62,6.62,120000.0,14000.0,2013,training (2012-14)
9.84,15.81,100000.0,16000.0,2012,training (2012-14)
28.91,14.47,60000.0,5500.0,2014,training (2012-14)
14.28,12.39,75000.0,20000.0,2014,training (2012-14)
12.51,16.99,40000.0,14350.0,2014,training (2012-14)
4.58,21.49,94000.0,35000.0,2012,training (2012-14)
22.71,12.12,70000.0,8000.0,2012,training (2012-14)
28.55,21.49,76800.0,34475.0,2012,training (2012-14)
14.98,23.28,115000.0,28000.0,2012,training (2012-14)
10.5,16.99,77000.0,15000.0,2014,training (2012-14)
15.62,25.83,60000.0,14700.0,2014,training (2012-14)
2.79,7.9,80000.0,16000.0,2012,training (2012-14)
18.04,14.64,47840.0,1200.0,2014,training (2012-14)
17.91,18.75,56160.0,9750.0,2012,training (2012-14)
16.63,15.59,55000.0,20400.0,2014,training (2012-14)
23.14,12.12,70000.0,15000.0,2012,training (2012-14)
21.4,18.99,72000.0,25700.0,2014,training (2012-14)
22.34,18.99,60000.0,22800.0,2014,training (2012-14)
10.98,16.24,103000.0,10000.0,2013,training (2012-14)
6.69,21.49,44990.0,5000.0,2013,training (2012-14)
7.47,25.83,70000.0,20000.0,2013,training (2012-14)
3.74,13.49,85000.0,10000.0,2012,training (2012-14)
27.17,25.57,45000.0,12050.0,2014,training (2012-14)
8.58,11.14,246733.0,35000.0,2012,training (2012-14)
13.99,18.49,120000.0,20000.0,2012,training (2012-14)
38.99,25.83,16689.0,4950.0,2014,training (2012-14)
19.25,25.99,45000.0,14725.0,2014,training (2012-14)
10.27,15.8,40000.0,15000.0,2013,training (2012-14)
14.29,20.2,100000.0,35000.0,2013,training (2012-14)
29.5,21.49,60155.0,20000.0,2012,training (2012-14)
12.75,25.83,180000.0,15000.0,2013,training (2012-14)
15.11,14.64,45000.0,19050.0,2014,training (2012-14)
20.27,10.99,35000.0,15000.0,2014,training (2012-14)
26.97,24.5,120000.0,30000.0,2013,training (2012-14)
9.96,8.9,400000.0,28000.0,2014,training (2012-14)
29.1,9.67,55500.0,11000.0,2014,training (2012-14)
15.44,25.89,44000.0,19750.0,2013,training (2012-14)
10.32,21.15,330000.0,32100.0,2013,training (2012-14)
16.62,11.99,40000.0,10000.0,2014,training (2012-14)
12.87,14.49,175000.0,24000.0,2014,training (2012-14)
9.63,19.52,80000.0,4250.0,2014,training (2012-14)
21.56,13.66,30000.0,2500.0,2014,training (2012-14)
16.85,15.88,66000.0,8400.0,2013,training (2012-14)
11.96,6.03,67160.01,10600.0,2012,training (2012-14)
13.13,24.08,75000.0,13000.0,2013,training (2012-14)
31.77,14.99,58446.0,4000.0,2014,training (2012-14)
16.3,13.11,38500.0,12375.0,2012,training (2012-14)
20.84,17.14,50000.0,19950.0,2014,training (2012-14)
22.08,14.47,55000.0,14000.0,2014,training (2012-14)
13.96,24.7,99200.0,35000.0,2012,training (2012-14)
27.5,8.9,49400.0,12000.0,2014,training (2012-14)
25.77,25.8,70000.0,13225.0,2013,training (2012-14)
27.65,24.08,50000.0,21850.0,2013,training (2012-14)
17.36,25.57,48000.0,24000.0,2014,training (2012-14)
22.96,25.99,100000.0,20325.0,2014,training (2012-14)
17.41,24.99,10000.0,2975.0,2014,training (2012-14)
15.56,7.62,56000.0,8000.0,2013,training (2012-14)
22.51,20.2,70000.0,30000.0,2013,training (2012-14)
28.3,24.99,60000.0,12050.0,2014,training (2012-14)
23.21,22.7,85000.0,21000.0,2013,training (2012-14)
16.15,7.69,38500.0,8000.0,2014,training (2012-14)
16.24,15.61,96200.0,16800.0,2013,training (2012-14)
10.55,20.99,95000.0,18000.0,2014,training (2012-14)
0.83,9.71,100000.0,11700.0,2013,training (2012-14)
24.51,18.25,52000.0,18000.0,2012,training (2012-14)
26.67,6.62,74318.0,12000.0,2013,training (2012-14)
20.59,16.29,75649.0,16225.0,2014,training (2012-14)
6.53,20.49,88000.0,20000.0,2014,training (2012-14)
9.72,17.27,30000.0,5500.0,2012,training (2012-14)
23.3,24.83,75000.0,33425.0,2012,training (2012-14)
36.37,20.2,20037.84,5950.0,2014,training (2012-14)
9.87,26.06,123000.0,16000.0,2013,training (2012-14)
13.74,12.99,150000.0,12000.0,2014,training (2012-14)
24.45,24.08,82000.0,8000.0,2014,training (2012-14)
19.86,25.83,35000.0,10750.0,2013,training (2012-14)
21.3,21.28,84000.0,30000.0,2012,training (2012-14)
20.96,7.9,75000.0,18000.0,2012,training (2012-14)
4.45,24.08,121000.0,25000.0,2014,training (2012-14)
28.87,23.43,33000.0,11175.0,2014,training (2012-14)
21.8,14.33,30000.0,8450.0,2012,training (2012-14)
15.31,8.9,70000.0,16500.0,2013,training (2012-14)
20.29,6.03,32000.0,1800.0,2012,training (2012-14)
19.92,16.29,35000.0,6000.0,2014,training (2012-14)
18.63,23.28,103000.0,20000.0,2012,training (2012-14)
28.12,11.55,118000.0,16000.0,2013,training (2012-14)
21.39,22.95,90000.0,30000.0,2012,training (2012-14)
3.36,23.13,53136.0,20000.0,2012,training (2012-14)
21.87,6.03,85000.0,11000.0,2013,training (2012-14)
8.47,19.72,150000.0,20000.0,2012,training (2012-14)
36.63,22.99,34560.0,12000.0,2014,training (2012-14)
25.51,17.27,55000.0,8000.0,2012,training (2012-14)
14.78,20.2,80230.0,28000.0,2013,training (2012-14)
20.45,17.57,56000.0,20400.0,2013,training (2012-14)
19.47,6.03,56000.0,4800.0,2014,training (2012-14)
17.85,8.9,265000.0,21000.0,2014,training (2012-14)
17.61,19.2,84000.0,20000.0,2013,training (2012-14)
28.31,15.59,65000.0,22500.0,2014,training (2012-14)
10.55,17.27,38000.0,7200.0,2013,training (2012-14)
21.17,23.63,69000.0,30750.0,2012,training (2012-14)
22.92,13.53,30000.0,6250.0,2014,training (2012-14)
34.15,17.77,43500.0,8125.0,2012,training (2012-14)
29.46,26.06,82000.0,26200.0,2014,training (2012-14)
14.03,15.1,61000.0,12000.0,2013,training (2012-14)
5.64,25.8,80000.0,12750.0,2014,training (2012-14)
19.85,17.99,50000.0,24925.0,2012,training (2012-14)
17.89,25.89,87900.0,31575.0,2014,training (2012-14)
18.6,24.5,60000.0,19200.0,2014,training (2012-14)
19.13,14.65,18000.0,5325.0,2012,training (2012-14)
20.53,11.67,90000.0,35000.0,2014,training (2012-14)
26.48,17.57,60000.0,12000.0,2014,training (2012-14)
21.22,14.33,22000.0,5825.0,2012,training (2012-14)
3.78,10.16,83002.0,21000.0,2012,training (2012-14)
12.78,11.14,85000.0,16000.0,2013,training (2012-14)
3.53,15.31,119000.0,10325.0,2012,training (2012-14)
16.29,7.9,100000.0,20000.0,2014,training (2012-14)
14.55,12.39,40000.0,6000.0,2014,training (2012-14)
22.82,23.28,60000.0,26500.0,2012,training (2012-14)
24.63,14.33,18100.0,5375.0,2012,training (2012-14)
19.9,12.12,50000.0,10000.0,2013,training (2012-14)
20.65,11.55,42658.0,19000.0,2013,training (2012-14)
21.04,11.14,38000.0,10000.0,2012,training (2012-14)
30.13,15.61,40000.0,16500.0,2014,training (2012-14)
12.73,17.77,368718.0,35000.0,2012,training (2012-14)
24.96,15.59,56000.0,9600.0,2014,training (2012-14)
13.63,13.11,70000.0,20000.0,2013,training (2012-14)
13.02,18.49,26000.0,5000.0,2013,training (2012-14)
14.87,20.49,80000.0,17000.0,2012,training (2012-14)
20.17,24.83,78000.0,24000.0,2012,training (2012-14)
13.6,22.9,60000.0,10000.0,2013,training (2012-14)
23.6,24.5,65000.0,15000.0,2014,training (2012-14)
13.36,12.12,38000.0,10000.0,2012,training (2012-14)
13.32,17.77,73142.0,12000.0,2013,training (2012-14)
21.12,14.09,57099.0,5000.0,2012,training (2012-14)
15.71,18.54,65000.0,6000.0,2014,training (2012-14)
14.35,11.67,31200.0,6000.0,2014,training (2012-14)
19.22,14.33,49000.0,3200.0,2012,training (2012-14)
18.13,8.9,125000.0,21000.0,2013,training (2012-14)
7.63,23.43,14000.0,4750.0,2014,training (2012-14)
14.16,25.8,40000.0,13150.0,2013,training (2012-14)
10.73,14.09,45972.0,10800.0,2012,training (2012-14)
24.81,23.7,90000.0,17500.0,2014,training (2012-14)
29.57,13.11,36000.0,2000.0,2012,training (2012-14)
20.1,20.99,51900.0,20750.0,2014,training (2012-14)
27.09,15.61,104000.0,30000.0,2013,training (2012-14)
19.59,7.62,70200.0,11000.0,2013,training (2012-14)
